NI;N;user_id;install_time;platform;country_region;city;gender;min_age_range;max_age_range;event_1;event_2;event_3;event_4;event_5;target_churn_indicator
3115;1;40bad524;30/06/2018 18:05;Android;Buenos Aires;Brandsen;female;13;17;2;2;0;1;2;1
3116;1;28302220;04/07/2018 20:10;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;13;10;0;6;5;0
3117;1;393c1af5;01/07/2018 14:49;Android;Buenos Aires;Lomas de Zamora;female;18;20;0;0;0;1;1;1
3118;1;b028eb89;02/07/2018 1:43;Android;Buenos Aires;Laferrere;female;18;20;3;4;0;3;4;1
3119;1;22f154e1;05/07/2018 9:58;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;1;0;0;1;1;1
3120;1;af68c028;03/07/2018 17:30;Android;Buenos Aires;Lanus;female;13;17;2;4;0;1;2;1
3121;1;691e48f5;03/07/2018 14:37;Android;Santa Fe;Avellaneda;male;13;17;14;8;0;8;1;0
3122;1;ca2efa3a;30/06/2018 20:33;Android;Buenos Aires;Ramos Mejia;male;18;20;1;1;0;1;1;1
3123;1;c36e0e17;01/07/2018 15:42;Android;Misiones;Posadas;male;18;20;1;1;0;1;2;1
3124;1;90833217;06/07/2018 0:51;Android;Tierra del Fuego;Ushuaia;male;18;20;5;6;0;3;2;0
3125;1;5df68aee;05/07/2018 4:55;Android;Cordoba;Córdoba;male;18;20;0;0;0;1;0;1
3126;1;de4bbb69;03/07/2018 15:41;Android;Buenos Aires;NA;female;18;20;38;35;2;2;10;1
3127;1;14cebc78;04/07/2018 3:10;Android;Cordoba;Córdoba;female;13;17;99;141;2;18;18;0
3128;1;1cc8ee5c;06/07/2018 14:28;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;2;39;0;1;3;0
3129;1;4639176b;04/07/2018 1:43;Android;Buenos Aires;Lanus;female;13;17;4;5;0;3;4;0
3130;1;e3f98610;04/07/2018 1:18;Android;Rio Negro;Cipolletti;male;18;20;5;5;1;4;1;1
3131;1;25200a21;07/07/2018 16:32;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;7;8;0;2;3;1
3132;1;96d4784d;07/07/2018 21:38;Android;Buenos Aires;Glew;female;18;20;0;0;0;1;1;1
3133;1;637d85f;06/07/2018 16:33;Android;Buenos Aires F.D.;Flores;male;18;20;43;62;2;8;14;0
3134;1;bfc23ee3;02/07/2018 23:06;Android;Cordoba;Curapaliguee;female;13;17;0;0;0;4;0;1
3135;1;1cbcb35d;01/07/2018 1:43;Android;Buenos Aires;La Plata;male;18;20;2;2;0;1;2;1
3136;1;6c106b92;30/06/2018 0:57;Android;Cordoba;Córdoba;male;13;17;48;47;4;21;10;1
3137;1;cbad05d4;03/07/2018 3:40;Android;Neuquen;Neuquén;female;13;17;14;16;0;6;2;0
3138;1;e9080ea7;30/06/2018 16:02;Android;Buenos Aires;Perez Millan;female;13;17;4;22;0;2;2;1
3139;1;31dc011d;01/07/2018 23:37;Android;Cordoba;Córdoba;female;13;17;6;11;0;4;6;1
3140;1;e11a8314;01/07/2018 23:57;Android;Buenos Aires;Salazar;male;18;20;1;0;0;4;1;0
3141;1;7d6acd21;01/07/2018 22:01;Android;Buenos Aires;NA;female;13;17;9;61;1;4;3;0
3142;1;2164265e;03/07/2018 3:38;Android;Formosa;Formosa;female;13;17;15;18;1;8;4;0
3143;1;c6c3e0ea;07/07/2018 3:55;Android;La Pampa;Victorica;female;18;20;4;6;0;1;4;1
3144;1;8e976da7;04/07/2018 14:23;Android;Entre Rios;Villa Hernandarias;female;18;20;9;8;0;20;1;0
3145;1;c3eae296;07/07/2018 23:43;Android;Buenos Aires;Isidro Casanova;male;18;20;0;3;0;1;0;1
3146;1;f8a8a32b;06/07/2018 17:32;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;12;23;1;4;4;1
3147;1;2a5deaf9;07/07/2018 15:50;Android;Buenos Aires;Zárate;female;13;17;0;9;0;2;0;1
3148;1;304e2356;05/07/2018 18:58;Android;Buenos Aires;Lanus;female;13;17;11;64;0;5;3;0
3149;1;40a46c41;04/07/2018 1:21;Android;Buenos Aires;Quilmes;male;13;17;24;22;1;2;4;1
3150;1;438fc139;06/07/2018 20:53;Android;Buenos Aires;Olavarría;female;18;20;16;14;1;1;4;1
3151;1;2fb908c2;02/07/2018 3:39;Android;Entre Rios;Paraná;male;18;20;1;2;0;1;1;1
3152;1;44a7375a;03/07/2018 15:59;Android;Formosa;Formosa;female;18;20;13;43;0;5;2;0
3153;1;87a8e9de;07/07/2018 20:27;Android;Buenos Aires;Bahía Blanca;female;13;17;1;1;0;1;2;1
3154;1;4f9c4d07;04/07/2018 23:39;Android;Chaco;Resistencia;male;18;20;8;8;0;5;0;0
3155;1;d580f3ff;07/07/2018 19:15;Android;Buenos Aires;Ciudadela;female;18;20;1;1;0;1;1;0
3156;1;327bfda8;03/07/2018 19:51;iOS;Cordoba;Los Sauces;female;13;17;4;56;0;1;5;1
3157;1;90399027;01/07/2018 22:16;Android;Buenos Aires;Esteban Echeverria;female;18;20;0;0;0;1;0;1
3158;1;5a0a01cf;03/07/2018 18:52;Android;Buenos Aires;Ciudadela;female;18;20;4;10;0;5;2;1
3159;1;a3539e5e;03/07/2018 13:54;Android;Buenos Aires F.D.;Villa Devoto;female;13;17;5;12;0;9;5;0
3160;1;f87844cd;01/07/2018 4:13;Android;Tucuman;Monteros;male;18;20;3;15;0;2;3;0
3161;1;e4119752;01/07/2018 14:29;Android;Buenos Aires;Baradero;female;13;17;11;16;0;2;5;1
3162;1;213dcc79;06/07/2018 1:09;Android;Buenos Aires;Laferrere;female;13;17;3;11;0;1;3;1
3163;1;316684b2;01/07/2018 1:10;Android;Buenos Aires;San Nicolás de los Arroyos;female;18;20;23;25;1;6;1;1
3164;1;9e70a775;07/07/2018 1:53;Android;Buenos Aires;Tortuguitas;male;13;17;10;3;0;5;6;0
3165;1;2843763d;01/07/2018 2:43;Android;Entre Rios;Paraná;female;18;20;23;26;0;2;7;0
3166;1;5a897e92;04/07/2018 18:19;Android;Salta;Salta;male;18;20;22;19;0;19;3;0
3167;1;39d8f563;01/07/2018 2:22;Android;Buenos Aires;Junín;female;13;17;6;8;0;1;4;1
3168;1;5ac66f62;01/07/2018 1:02;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;42;52;2;9;13;0
3169;1;48786bf2;03/07/2018 18:49;Android;Entre Rios;Villa Angelica;female;18;20;23;22;1;9;6;0
3170;1;16e9b030;30/06/2018 2:37;Android;Buenos Aires;Olavarría;female;13;17;19;79;2;10;6;1
3171;1;cc75c641;07/07/2018 21:56;Android;Buenos Aires;Isidro Casanova;female;13;17;0;13;0;8;0;0
3172;1;b950b58b;30/06/2018 1:03;Android;Buenos Aires;San Nicolás de los Arroyos;male;13;17;28;36;1;7;8;1
3173;1;50ca7aa9;01/07/2018 1:55;Android;Cordoba;Rio Tercero;male;13;17;10;15;0;4;2;0
3174;1;79e659b0;01/07/2018 23:49;Android;La Rioja;La Rioja;male;18;20;9;9;0;2;6;0
3175;1;d7cc54ce;03/07/2018 14:46;Android;NA;NA;female;13;17;5;38;0;5;3;1
3176;1;296a0b7d;07/07/2018 0:12;Android;Jujuy;San Salvador de Jujuy;male;18;20;6;10;0;4;4;1
3177;1;8f4a7af9;07/07/2018 16:55;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;4;3;0;1;4;1
3178;1;777d8336;02/07/2018 4:06;Android;Buenos Aires;Lomas del Mirador;male;18;20;67;69;3;16;6;0
3179;1;836accac;05/07/2018 3:16;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;5;43;0;3;6;1
3180;1;c49b45fb;04/07/2018 15:44;Android;Buenos Aires;Arrecifes;female;13;17;4;4;0;3;5;1
3181;1;c4cd69cf;01/07/2018 19:22;Android;Buenos Aires;Lanus;female;13;17;2;2;0;2;3;1
3182;1;50283249;03/07/2018 19:01;iOS;Buenos Aires;Carlos Casares;female;18;20;17;16;0;3;7;0
3183;1;3a6d0bd4;30/06/2018 18:26;Android;Buenos Aires;Mar del Plata;female;18;20;11;8;0;9;4;1
3184;1;cb505706;03/07/2018 3:11;Android;Chaco;Resistencia;unknown;13;17;6;7;0;2;6;0
3185;1;75e49fee;30/06/2018 2:21;Android;Tucuman;Concepcion;female;13;17;84;85;4;6;10;1
3186;1;c38c95e0;02/07/2018 15:09;Android;Buenos Aires;Don Torcuato;male;13;17;23;102;2;6;7;0
3187;1;dbe4fba8;05/07/2018 4:59;Android;Catamarca;San Jose;female;13;17;2;9;0;1;3;1
3188;1;36ea7f01;03/07/2018 0:27;Android;Buenos Aires;Ramos Mejia;male;18;20;6;6;0;2;5;1
3189;1;fa3e55bc;04/07/2018 0:13;Android;La Pampa;Ingeniero Luiggi;male;18;20;36;41;3;5;9;0
3190;1;9bf494;06/07/2018 11:02;Android;Buenos Aires;Lomas de Zamora;male;18;20;9;9;0;3;6;0
3191;1;d29f861c;07/07/2018 1:25;Android;San Juan;San Juan;female;18;20;4;2;0;1;3;0
3192;1;40701f2f;06/07/2018 1:56;Android;NA;NA;female;18;20;50;55;0;7;5;0
3193;1;3840a7f7;06/07/2018 23:29;Android;Cordoba;Córdoba;male;18;20;1;1;0;2;2;1
3194;1;e9bcb25a;04/07/2018 16:29;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;9;9;0;1;5;1
3195;1;88037d0f;30/06/2018 18:31;Android;Tucuman;San Miguel de Tucumán;female;18;20;2;2;0;3;2;1
3196;1;6dbf9e0b;04/07/2018 14:19;iOS;Buenos Aires F.D.;Buenos Aires;male;18;20;23;21;2;6;4;0
3197;1;a0fea495;30/06/2018 21:52;Android;Buenos Aires F.D.;NA;female;18;20;0;4;0;1;0;1
3198;1;870920f6;06/07/2018 16:21;Android;Entre Rios;Paraná;female;18;20;2;2;0;4;2;1
3199;1;14ca24bf;06/07/2018 23:02;Android;Buenos Aires;Esteban Echeverria;male;18;20;4;1;0;2;2;1
3200;1;1de2e818;06/07/2018 0:45;Android;Chaco;Resistencia;female;13;17;5;8;0;1;3;1
3201;1;b787c66b;05/07/2018 21:34;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;15;15;0;2;1;1
3202;1;34a6cdf4;02/07/2018 4:02;Android;Buenos Aires;Caseros;female;18;20;17;62;1;8;4;0
3203;1;6cbb4cd8;02/07/2018 7:32;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;2;1;0;1;3;0
3204;1;cf47944a;30/06/2018 21:49;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;0;0;0;3;0;1
3205;1;fc807232;01/07/2018 19:12;Android;Buenos Aires;Ituzaingo;female;18;20;14;19;0;8;2;0
3206;1;74be920;30/06/2018 20:07;Android;Buenos Aires;Jose Leon Suarez;male;18;20;3;4;0;1;2;1
3207;1;7230c975;02/07/2018 13:21;Android;Buenos Aires;Lomas de Zamora;male;18;20;0;0;0;1;0;1
3208;1;1b70c781;07/07/2018 0:01;Android;Mendoza;San Rafael;female;13;17;3;3;0;1;3;1
3209;1;a1d6d969;05/07/2018 2:06;Android;Cordoba;Rio Tercero;female;13;17;2;2;0;1;2;1
3210;1;2b022c6c;02/07/2018 1:29;Android;Buenos Aires;San Justo;female;13;17;3;1;0;2;0;0
3211;1;ca9da9ac;04/07/2018 23:38;Android;Buenos Aires;Turdera;female;13;17;2;2;0;1;2;1
3212;1;1b7e664a;02/07/2018 17:32;iOS;Buenos Aires;Tigre;male;13;17;6;8;0;7;6;1
3213;1;4b90a33a;05/07/2018 1:15;Android;Mendoza;Lujan de Cuyo;male;13;17;16;15;0;5;7;1
3214;1;62b36b4b;30/06/2018 15:18;Android;Rio Negro;General Roca;male;13;17;21;18;0;7;3;1
3215;1;d8793a38;03/07/2018 0:00;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;9;12;0;3;3;1
3216;1;84d83289;04/07/2018 20:32;Android;Tucuman;San Miguel de Tucumán;male;18;20;39;123;0;7;14;0
3217;1;5bdf4830;04/07/2018 0:02;Android;Buenos Aires;San Miguel;female;13;17;1;1;0;1;2;1
3218;1;89c93516;05/07/2018 2:31;Android;Corrientes;Bella Vista;male;13;17;13;14;1;2;6;0
3219;1;2677d33e;05/07/2018 3:05;Android;Buenos Aires;Grand Bourg;female;13;17;2;5;0;1;1;1
3220;1;616b6efc;06/07/2018 14:46;Android;Santa Fe;Venado Tuerto;female;13;17;19;18;1;8;2;0
3221;1;9f24faa4;03/07/2018 3:58;Android;Buenos Aires;Glew;male;18;20;4;17;0;1;4;0
3222;1;9d5f0e99;06/07/2018 23:18;Android;Buenos Aires;Jose Leon Suarez;male;13;17;3;6;0;1;2;1
3223;1;b8c7f75a;04/07/2018 19:34;Android;Tucuman;Concepcion;female;13;17;21;23;0;9;5;0
3224;1;cee0d8c1;06/07/2018 23:09;Android;Buenos Aires;General Rodriguez;female;18;20;14;21;0;4;13;1
3225;1;d80ae097;02/07/2018 6:56;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;3;3;0;9;3;0
3226;1;cccfbbf3;01/07/2018 18:45;Android;Cordoba;Córdoba;male;13;17;8;5;0;2;2;0
3227;1;66bb356;30/06/2018 15:56;Android;Cordoba;Córdoba;female;13;17;3;2;0;4;3;1
3228;1;4931ebb8;04/07/2018 15:08;Android;Misiones;Posadas;male;18;20;4;4;0;2;3;0
3229;1;382bc29;06/07/2018 15:36;Android;Santa Cruz;Caleta Olivia;male;18;20;2;1;0;1;2;0
3230;1;d6e79c12;01/07/2018 16:26;Android;Cordoba;Córdoba;male;18;20;1;3;0;1;2;1
3231;1;7953de28;04/07/2018 13:12;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;32;32;1;12;7;0
3232;1;3fe0d55a;03/07/2018 10:51;iOS;Buenos Aires F.D.;Floresta;male;13;17;4;4;0;3;5;0
3233;1;e65b59f6;01/07/2018 22:13;Android;Entre Rios;Lucas Gonzalez;female;13;17;2;2;0;1;3;1
3234;1;5775e17e;07/07/2018 18:49;Android;Cordoba;Córdoba;male;13;17;5;7;0;1;2;1
3235;1;e99492c8;07/07/2018 23:33;Android;Buenos Aires;Mariano Moreno;female;18;20;52;53;5;8;5;0
3236;1;a4410cae;03/07/2018 3:11;Android;Cordoba;Córdoba;male;18;20;36;36;0;9;13;0
3237;1;f81c91f0;05/07/2018 1:40;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;0;0;0;2;2;0
3238;1;ceb170c3;04/07/2018 23:12;Android;Entre Rios;Villa Angelica;male;18;20;6;5;0;3;3;0
3239;1;66913785;01/07/2018 21:42;Android;Buenos Aires;Don Torcuato;female;18;20;3;20;0;5;1;1
3240;1;c9cf9e84;03/07/2018 3:12;Android;Cordoba;Las Vertientes;male;13;17;22;38;1;6;8;0
3241;1;583e645f;05/07/2018 19:25;Android;Salta;Tartagal;female;13;17;0;5;0;1;1;1
3242;1;bf56544f;06/07/2018 23:26;Android;Chubut;Comodoro Rivadavia;female;18;20;3;51;0;6;3;1
3243;1;f6a9b3f1;07/07/2018 12:56;Android;Mendoza;Mendoza;male;18;20;6;5;0;2;6;0
3244;1;cdc05b70;04/07/2018 17:47;Android;Cordoba;Córdoba;female;18;20;44;74;2;10;14;0
3245;1;bbe4abc3;04/07/2018 8:14;Android;San Luis;Villa Mercedes;female;18;20;24;55;0;2;5;1
3246;1;532c41e7;02/07/2018 14:07;Android;NA;NA;female;18;20;12;29;0;7;6;0
3247;1;484a2e66;07/07/2018 4:52;Android;Cordoba;Córdoba;female;13;17;1;1;0;1;2;0
3248;1;59f6582c;03/07/2018 15:27;Android;Entre Rios;Villa Angelica;female;13;17;3;3;0;1;3;0
3249;1;35d3f943;07/07/2018 14:32;Android;Buenos Aires;Wilde;female;13;17;6;4;0;3;4;1
3250;1;f3ee1b;06/07/2018 17:14;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;0;0;0;2;0;0
3251;1;d5a0683c;06/07/2018 4:48;Android;Chubut;Rada Tilly;male;13;17;8;17;0;4;8;1
3252;1;d68dcfa1;05/07/2018 4:21;Android;Buenos Aires;Ingeniero Beaugey;female;18;20;44;51;2;9;5;0
3253;1;35ea21fc;01/07/2018 14:53;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;4;6;0;2;4;0
3254;1;5b5aaef2;03/07/2018 21:09;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;12;24;0;8;5;0
3255;1;7a81391a;07/07/2018 0:27;Android;Buenos Aires;Laferrere;male;13;17;3;6;0;1;3;1
3256;1;a7d7b402;05/07/2018 14:46;Android;Buenos Aires;Pilar;male;18;20;2;2;1;3;0;0
3257;1;afa77a88;30/06/2018 22:25;Android;Buenos Aires;Villa Ballester;male;13;17;9;15;0;4;3;1
3258;1;450cc85c;03/07/2018 12:31;iOS;Cordoba;Las Varillas;male;18;20;2;2;0;1;0;0
3259;1;d1b016c;06/07/2018 23:29;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;3;4;0;1;3;1
3260;1;e1b19464;30/06/2018 22:59;Android;Santa Cruz;Río Gallegos;male;18;20;37;35;2;14;10;1
3261;1;bd25d6ba;01/07/2018 0:09;Android;Cordoba;Córdoba;female;18;20;44;52;2;11;12;0
3262;1;b49c9172;06/07/2018 4:19;Android;Santiago del Estero;Santiago del Estero;male;13;17;1;1;0;1;1;1
3263;1;6e5317ce;30/06/2018 4:35;Android;Buenos Aires;Lomas de Zamora;female;18;20;58;54;5;20;14;1
3264;1;63920ca0;01/07/2018 22:04;Android;Buenos Aires;Luis Guillon;female;13;17;3;4;0;1;4;0
3265;1;cc3d7a40;04/07/2018 18:03;Android;Buenos Aires;Luján;male;18;20;0;0;0;1;1;1
3266;1;ec27ac4b;30/06/2018 11:37;Android;Tucuman;San Miguel de Tucumán;female;18;20;4;12;0;1;2;1
3267;1;ea81aec;07/07/2018 1:53;Android;Buenos Aires;Glew;male;13;17;0;0;0;1;0;0
3268;1;a3405d0f;02/07/2018 2:16;Android;Buenos Aires;Villa Ballester;male;18;20;22;18;1;1;0;0
3269;1;1bb342ee;03/07/2018 4:43;Android;San Luis;Villa Mercedes;male;18;20;19;21;0;6;3;1
3270;1;aeab5a9;01/07/2018 17:53;Android;Buenos Aires;San Justo;female;18;20;10;12;1;9;3;0
3271;1;3da5da2f;30/06/2018 17:26;Android;La Rioja;La Rioja;male;13;17;0;1;0;3;0;1
3272;1;2b021443;03/07/2018 16:57;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;7;7;0;3;6;0
3273;1;1e04d012;07/07/2018 18:04;Android;Buenos Aires;Pilar;female;18;20;0;0;0;1;0;1
3274;1;71c4a53b;04/07/2018 4:23;Android;Salta;Salta;female;18;20;2;1;0;3;1;1
3275;1;1e01bcfc;04/07/2018 20:44;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;0;0;0;4;0;1
3276;1;b142ea9d;04/07/2018 19:49;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;3;0;0;2;2;1
3277;1;39e06f1e;04/07/2018 20:33;Android;Formosa;Formosa;female;18;20;5;42;0;2;5;1
3278;1;26a53436;01/07/2018 19:33;Android;Buenos Aires;Laferrere;female;18;20;3;3;0;1;4;1
3279;1;34c83c62;05/07/2018 4:49;Android;San Juan;San Juan;male;18;20;7;7;0;5;2;0
3280;1;6964a71c;02/07/2018 5:26;Android;Buenos Aires;San Miguel;male;13;17;1;1;0;4;1;1
3281;1;6b331d5e;07/07/2018 0:48;Android;Buenos Aires;San Miguel;female;18;20;16;69;0;2;6;0
3282;1;1b09d1fe;02/07/2018 2:50;Android;Santiago del Estero;Santiago del Estero;female;13;17;3;24;0;4;1;0
3283;1;22debe69;02/07/2018 4:17;iOS;Buenos Aires;Pilar;female;13;17;19;17;0;10;2;0
3284;1;4245517a;07/07/2018 2:58;Android;Chaco;Gancedo;female;13;17;39;72;0;14;14;0
3285;1;6497e16c;04/07/2018 13:52;Android;Buenos Aires;San Isidro;female;18;20;10;9;2;10;1;0
3286;1;3097ddb3;03/07/2018 0:53;Android;Buenos Aires;Lomas del Mirador;female;18;20;13;13;0;5;5;0
3287;1;f0fcc78e;03/07/2018 23:28;Android;Santa Fe;Alejandra;female;18;20;103;106;4;20;12;0
3288;1;40e24f4;01/07/2018 16:37;Android;Corrientes;Corrientes;female;18;20;3;4;0;5;3;0
3289;1;6746b1b5;02/07/2018 2:39;Android;Mendoza;Godoy Cruz;female;18;20;17;23;0;9;1;0
3290;1;2927da54;05/07/2018 23:52;Android;NA;NA;male;18;20;74;131;3;14;22;0
3291;1;97510bdc;30/06/2018 2:57;Android;Buenos Aires;Wilde;male;18;20;8;9;0;2;5;1
3292;1;6473ab7;01/07/2018 1:40;Android;NA;NA;male;18;20;4;5;0;1;4;1
3293;1;6f20b85d;05/07/2018 19:21;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;26;49;2;4;9;0
3294;1;c4670c5c;01/07/2018 3:24;Android;Buenos Aires;General Villegas;female;18;20;25;20;0;5;9;0
3295;1;3b8bd1d9;03/07/2018 2:31;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;1;0;0;1;1;1
3296;1;ded931ad;04/07/2018 19:17;Android;Buenos Aires F.D.;Buenos Aires;male;21;20;3;5;0;0;0;1
3297;1;6b35c70a;05/07/2018 19:21;Android;Cordoba;Córdoba;male;13;17;23;25;1;2;5;0
3298;1;c26a121d;02/07/2018 21:46;Android;Entre Rios;Villa Angelica;male;18;20;1;0;0;5;2;1
3299;1;8003dd33;30/06/2018 2:12;Android;Buenos Aires;Lanus;male;18;20;10;9;1;2;2;1
3300;1;5b9e506c;01/07/2018 5:02;Android;Buenos Aires;Luján;female;13;17;4;19;0;1;5;1
3301;1;409529ef;04/07/2018 19:44;Android;NA;NA;female;18;20;37;39;1;5;3;0
3302;1;3bc5b705;30/06/2018 17:37;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;31;32;1;5;7;1
3303;1;fe66f510;07/07/2018 0:07;Android;Santa Fe;Maciel;female;18;20;3;7;0;5;5;1
3304;1;40d8087b;06/07/2018 0:20;Android;Corrientes;Corrientes;female;18;20;3;10;0;5;3;1
3305;1;8538ee29;01/07/2018 14:11;Android;Buenos Aires;Ramos Mejia;female;18;20;0;0;0;2;0;1
3306;1;38f1d3;01/07/2018 20:25;Android;San Luis;San Luis;male;13;17;1;4;0;1;1;0
3307;1;fa494c4d;04/07/2018 17:43;Android;San Luis;San Luis;female;18;20;2;2;0;2;3;1
3308;1;be0742ba;02/07/2018 0:30;Android;Santiago del Estero;Santiago del Estero;female;18;20;3;3;0;1;3;1
3309;1;30acafd9;07/07/2018 23:08;Android;Buenos Aires;Mar del Plata;male;13;17;28;28;0;10;2;0
3310;1;9ed245f;01/07/2018 0:24;Android;Cordoba;Córdoba;female;18;20;34;32;1;5;12;0
3311;1;e81bf364;04/07/2018 17:46;Android;Entre Rios;Villa Angelica;female;18;20;1;0;0;1;0;0
3312;1;1f670ae0;30/06/2018 4:23;Android;Buenos Aires;Colon;female;13;17;6;7;0;3;6;1
3313;1;cd7eac3e;01/07/2018 17:29;Android;Buenos Aires;Merlo;male;13;17;8;11;0;1;5;1
3314;1;b0ff33fc;07/07/2018 16:51;Android;Buenos Aires;Tandil;male;13;17;32;37;3;17;5;0
3315;1;7cd9490d;02/07/2018 0:12;Android;Cordoba;Córdoba;male;18;20;0;6;0;1;1;1
3316;1;fd6d0d48;02/07/2018 0:48;Android;Santa Fe;Galvez;male;18;20;13;13;0;1;2;0
3317;1;ec165d38;07/07/2018 22:26;Android;Buenos Aires F.D.;Floresta;female;18;20;5;9;0;1;2;0
3318;1;d9ae8318;02/07/2018 2:21;Android;Santa Fe;Santa Fe;male;13;17;3;3;0;2;3;0
3319;1;5f5d04f7;01/07/2018 3:03;Android;Buenos Aires;Burzaco;male;13;17;7;7;0;3;5;1
3320;1;c886f5c8;02/07/2018 2:33;Android;Buenos Aires;San Miguel;male;13;17;4;13;0;1;3;0
3321;1;5d61d874;03/07/2018 7:03;Android;Buenos Aires;Libertad;male;18;20;32;36;1;3;12;0
3322;1;46d7cfe2;04/07/2018 15:13;Android;Salta;Salta;female;13;17;3;10;0;4;4;1
3323;1;22da25a0;01/07/2018 15:40;Android;Tucuman;San Miguel de Tucumán;female;13;17;6;5;0;2;0;0
3324;1;cb830c12;02/07/2018 14:37;Android;Buenos Aires;Lomas de Zamora;female;13;17;1;1;0;1;1;1
3325;1;63e768e8;03/07/2018 4:02;Android;Buenos Aires;Lomas del Mirador;female;18;20;2;2;0;1;3;1
3326;1;f2724e71;05/07/2018 0:24;Android;Buenos Aires;Piguee;female;18;20;19;85;1;9;4;0
3327;1;b6f4b53a;30/06/2018 18:42;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;0;0;0;1;1;1
3328;1;f6d7ab26;01/07/2018 17:35;Android;Tierra del Fuego;Rio Grande;female;18;20;13;33;0;3;4;0
3329;1;f477280e;02/07/2018 0:54;Android;Tucuman;San Miguel de Tucumán;female;13;17;11;70;0;3;4;0
3330;1;af11738;01/07/2018 4:37;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;0;0;0;5;0;1
3331;1;16752c62;07/07/2018 14:17;Android;Buenos Aires F.D.;Floresta;female;18;20;27;33;2;11;8;0
3332;1;cdba1aa8;06/07/2018 22:58;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;21;22;2;2;4;0
3333;1;73f68960;04/07/2018 2:33;Android;Buenos Aires;Luis Guillon;male;18;20;14;14;1;1;3;1
3334;1;96cee079;06/07/2018 2:51;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;52;55;2;9;8;0
3335;1;35c7a5d4;30/06/2018 11:31;Android;Chaco;Resistencia;female;18;20;70;66;3;13;16;1
3336;1;35a26dd5;03/07/2018 1:26;Android;Tierra del Fuego;Ushuaia;female;13;17;2;27;0;1;3;1
3337;1;f4609e5b;02/07/2018 2:30;Android;Chubut;Puerto Madryn;female;13;17;0;3;0;1;0;1
3338;1;b170b98d;30/06/2018 21:40;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;14;18;0;5;5;1
3339;1;7e39ba20;06/07/2018 20:07;iOS;Santa Fe;Santa Fe;male;18;20;7;3;1;7;1;1
3340;1;7db30e00;06/07/2018 22:19;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;0;0;0;2;0;1
3341;1;4e3a5f46;03/07/2018 17:42;Android;Buenos Aires;Libertad;male;18;20;0;0;0;3;1;1
3342;1;e4bbdc27;04/07/2018 12:24;Android;Buenos Aires;Dudignac;unknown;18;20;3;8;0;3;5;0
3343;1;ba0eeb99;30/06/2018 23:51;Android;Buenos Aires;Adrogue;male;13;17;16;14;0;8;6;1
3344;1;a86aeddd;04/07/2018 6:23;Android;Cordoba;Córdoba;female;13;17;82;79;4;7;12;0
3345;1;9eff5ec6;07/07/2018 23:26;Android;Buenos Aires;Esteban Echeverria;female;13;17;14;12;0;1;0;1
3346;1;27654d10;06/07/2018 23:41;Android;Rio Negro;El Bolsón;female;13;17;1;3;0;1;1;0
3347;1;7aa91274;30/06/2018 18:49;Android;Entre Rios;Villa Angelica;male;18;20;15;18;0;1;15;1
3348;1;83b22a42;03/07/2018 2:36;Android;Buenos Aires;La Plata;male;18;20;15;89;0;3;2;0
3349;1;609ae90;30/06/2018 16:38;Android;Entre Rios;Villa Angelica;female;13;17;25;21;1;8;3;1
3350;1;5942e9bc;04/07/2018 19:05;Android;Buenos Aires;Villa Ballester;male;13;17;3;4;0;2;4;1
3351;1;d6c89e8b;03/07/2018 1:30;Android;Buenos Aires;Campana;male;13;17;0;0;0;2;0;1
3352;1;91eaaee7;07/07/2018 18:29;Android;Buenos Aires;Carmen de Patagones;female;18;20;2;5;0;1;2;1
